LAUS,state,county,County Name/State Abbreviation,Year,force,employed,unemployed,unemployment
CN1719100000000,17,191,"Wayne County, IL",2019,7027,6705,322,4.6
CN1719300000000,17,193,"White County, IL",2019,6651,6402,249,3.7
CN1719500000000,17,195,"Whiteside County, IL",2019,28862,27684,1178,4.1
CN1719700000000,17,197,"Will County, IL",2019,368247,353613,14634,4
CN1719900000000,17,199,"Williamson County, IL",2019,32318,30987,1331,4.1
CN1720100000000,17,201,"Winnebago County, IL",2019,140212,132601,7611,5.4
CN1720300000000,17,203,"Woodford County, IL",2019,19034,18354,680,3.6
CN1800100000000,18,1,"Adams County, IN",2019,17449,16978,471,2.7
CN1800300000000,18,3,"Allen County, IN",2019,188315,182416,5899,3.1
CN1800500000000,18,5,"Bartholomew County, IN",2019,45367,44236,1131,2.5
CN1800700000000,18,7,"Benton County, IN",2019,4554,4409,145,3.2
CN1800900000000,18,9,"Blackford County, IN",2019,5028,4833,195,3.9
CN1801100000000,18,11,"Boone County, IN",2019,36870,35965,905,2.5
CN1801300000000,18,13,"Brown County, IN",2019,7670,7440,230,3
CN1801500000000,18,15,"Carroll County, IN",2019,10162,9854,308,3
CN1801700000000,18,17,"Cass County, IN",2019,18147,17521,626,3.4
CN1801900000000,18,19,"Clark County, IN",2019,62715,60656,2059,3.3
CN1802100000000,18,21,"Clay County, IN",2019,11859,11427,432,3.6
CN1802300000000,18,23,"Clinton County, IN",2019,17329,16867,462,2.7
CN1802500000000,18,25,"Crawford County, IN",2019,4904,4704,200,4.1
CN1802700000000,18,27,"Daviess County, IN",2019,16870,16433,437,2.6
CN1802900000000,18,29,"Dearborn County, IN",2019,26044,25128,916,3.5
CN1803100000000,18,31,"Decatur County, IN",2019,15565,15133,432,2.8
CN1803300000000,18,33,"DeKalb County, IN",2019,22817,22176,641,2.8
CN1803500000000,18,35,"Delaware County, IN",2019,53861,51793,2068,3.8
CN1803700000000,18,37,"Dubois County, IN",2019,23324,22771,553,2.4
CN1803900000000,18,39,"Elkhart County, IN",2019,113331,109856,3475,3.1
CN1804100000000,18,41,"Fayette County, IN",2019,8826,8413,413,4.7
CN1804300000000,18,43,"Floyd County, IN",2019,42413,41093,1320,3.1
CN1804500000000,18,45,"Fountain County, IN",2019,8062,7781,281,3.5
CN1804700000000,18,47,"Franklin County, IN",2019,11554,11161,393,3.4
CN1804900000000,18,49,"Fulton County, IN",2019,9955,9643,312,3.1
CN1805100000000,18,51,"Gibson County, IN",2019,19689,19196,493,2.5
CN1805300000000,18,53,"Grant County, IN",2019,32032,30858,1174,3.7
CN1805500000000,18,55,"Greene County, IN",2019,13744,13178,566,4.1
CN1805700000000,18,57,"Hamilton County, IN",2019,188860,184123,4737,2.5
CN1805900000000,18,59,"Hancock County, IN",2019,41370,40210,1160,2.8
CN1806100000000,18,61,"Harrison County, IN",2019,20573,19918,655,3.2
CN1806300000000,18,63,"Hendricks County, IN",2019,92077,89605,2472,2.7
CN1806500000000,18,65,"Henry County, IN",2019,22322,21597,725,3.2
CN1806700000000,18,67,"Howard County, IN",2019,36710,35234,1476,4
CN1806900000000,18,69,"Huntington County, IN",2019,18409,17810,599,3.3
CN1807100000000,18,71,"Jackson County, IN",2019,23090,22483,607,2.6
CN1807300000000,18,73,"Jasper County, IN",2019,16332,15728,604,3.7
CN1807500000000,18,75,"Jay County, IN",2019,9486,9203,283,3
CN1807700000000,18,77,"Jefferson County, IN",2019,15205,14696,509,3.3
CN1807900000000,18,79,"Jennings County, IN",2019,13698,13254,444,3.2
CN1808100000000,18,81,"Johnson County, IN",2019,84314,82055,2259,2.7
CN1808300000000,18,83,"Knox County, IN",2019,18635,18071,564,3
CN1808500000000,18,85,"Kosciusko County, IN",2019,42801,41616,1185,2.8
CN1808700000000,18,87,"LaGrange County, IN",2019,20159,19601,558,2.8
CN1808900000000,18,89,"Lake County, IN",2019,230022,218691,11331,4.9
CN1809100000000,18,91,"LaPorte County, IN",2019,47774,45737,2037,4.3
CN1809300000000,18,93,"Lawrence County, IN",2019,21258,20497,761,3.6
CN1809500000000,18,95,"Madison County, IN",2019,59353,57170,2183,3.7
CN1809700000000,18,97,"Marion County, IN",2019,497466,481261,16205,3.3
CN1809900000000,18,99,"Marshall County, IN",2019,23448,22728,720,3.1
CN1810100000000,18,101,"Martin County, IN",2019,5416,5274,142,2.6
CN1810300000000,18,103,"Miami County, IN",2019,15409,14807,602,3.9
CN1810500000000,18,105,"Monroe County, IN",2019,70825,68475,2350,3.3
CN1810700000000,18,107,"Montgomery County, IN",2019,18971,18397,574,3
CN1810900000000,18,109,"Morgan County, IN",2019,36677,35555,1122,3.1
CN1811100000000,18,111,"Newton County, IN",2019,6942,6654,288,4.1
CN1811300000000,18,113,"Noble County, IN",2019,23875,23142,733,3.1
CN1811500000000,18,115,"Ohio County, IN",2019,3238,3126,112,3.5
CN1811700000000,18,117,"Orange County, IN",2019,8725,8428,297,3.4
CN1811900000000,18,119,"Owen County, IN",2019,9364,8991,373,4
CN1812100000000,18,121,"Parke County, IN",2019,7077,6809,268,3.8
CN1812300000000,18,123,"Perry County, IN",2019,9308,9002,306,3.3
CN1812500000000,18,125,"Pike County, IN",2019,6163,5961,202,3.3
CN1812700000000,18,127,"Porter County, IN",2019,86853,83596,3257,3.8
CN1812900000000,18,129,"Posey County, IN",2019,13557,13187,370,2.7
CN1813100000000,18,131,"Pulaski County, IN",2019,6586,6387,199,3
CN1813300000000,18,133,"Putnam County, IN",2019,16758,16183,575,3.4
CN1813500000000,18,135,"Randolph County, IN",2019,11387,10967,420,3.7
CN1813700000000,18,137,"Ripley County, IN",2019,14428,13966,462,3.2
CN1813900000000,18,139,"Rush County, IN",2019,9080,8840,240,2.6
CN1814100000000,18,141,"St. Joseph County, IN",2019,138947,134019,4928,3.5
CN1814300000000,18,143,"Scott County, IN",2019,10656,10277,379,3.6
CN1814500000000,18,145,"Shelby County, IN",2019,23318,22646,672,2.9
CN1814700000000,18,147,"Spencer County, IN",2019,10924,10587,337,3.1
CN1814900000000,18,149,"Starke County, IN",2019,9970,9540,430,4.3
CN1815100000000,18,151,"Steuben County, IN",2019,20822,20269,553,2.7
CN1815300000000,18,153,"Sullivan County, IN",2019,8235,7878,357,4.3
CN1815500000000,18,155,"Switzerland County, IN",2019,5059,4891,168,3.3
CN1815700000000,18,157,"Tippecanoe County, IN",2019,98588,95637,2951,3
CN1815900000000,18,159,"Tipton County, IN",2019,9392,9140,252,2.7
CN1816100000000,18,161,"Union County, IN",2019,3606,3490,116,3.2
CN1816300000000,18,163,"Vanderburgh County, IN",2019,94720,91816,2904,3.1
CN1816500000000,18,165,"Vermillion County, IN",2019,6886,6521,365,5.3
CN1816700000000,18,167,"Vigo County, IN",2019,47141,45071,2070,4.4
CN1816900000000,18,169,"Wabash County, IN",2019,15119,14653,466,3.1
CN1817100000000,18,171,"Warren County, IN",2019,4225,4100,125,3
CN1817300000000,18,173,"Warrick County, IN",2019,33261,32299,962,2.9
CN1817500000000,18,175,"Washington County, IN",2019,13887,13432,455,3.3
CN1817700000000,18,177,"Wayne County, IN",2019,31141,30043,1098,3.5
CN1817900000000,18,179,"Wells County, IN",2019,14533,14140,393,2.7
CN1818100000000,18,181,"White County, IN",2019,13657,13292,365,2.7
CN1818300000000,18,183,"Whitley County, IN",2019,17788,17261,527,3
CN1900100000000,19,1,"Adair County, IA",2019,4329,4231,98,2.3
CN1900300000000,19,3,"Adams County, IA",2019,2212,2175,37,1.7
CN1900500000000,19,5,"Allamakee County, IA",2019,7493,7237,256,3.4
CN1900700000000,19,7,"Appanoose County, IA",2019,6053,5843,210,3.5
CN1900900000000,19,9,"Audubon County, IA",2019,3166,3089,77,2.4
CN1901100000000,19,11,"Benton County, IA",2019,13751,13357,394,2.9
CN1901300000000,19,13,"Black Hawk County, IA",2019,70518,68324,2194,3.1
CN1901500000000,19,15,"Boone County, IA",2019,15178,14828,350,2.3
CN1901700000000,19,17,"Bremer County, IA",2019,14341,14021,320,2.2
CN1901900000000,19,19,"Buchanan County, IA",2019,11574,11266,308,2.7
CN1902100000000,19,21,"Buena Vista County, IA",2019,11898,11656,242,2
CN1902300000000,19,23,"Butler County, IA",2019,8026,7777,249,3.1
CN1902500000000,19,25,"Calhoun County, IA",2019,4320,4214,106,2.5
CN1902700000000,19,27,"Carroll County, IA",2019,11119,10909,210,1.9
CN1902900000000,19,29,"Cass County, IA",2019,7027,6834,193,2.7
CN1903100000000,19,31,"Cedar County, IA",2019,11008,10742,266,2.4
CN1903300000000,19,33,"Cerro Gordo County, IA",2019,23967,23329,638,2.7
CN1903500000000,19,35,"Cherokee County, IA",2019,6252,6100,152,2.4
CN1903700000000,19,37,"Chickasaw County, IA",2019,6588,6405,183,2.8
CN1903900000000,19,39,"Clarke County, IA",2019,4965,4825,140,2.8
CN1904100000000,19,41,"Clay County, IA",2019,8634,8403,231,2.7
CN1904300000000,19,43,"Clayton County, IA",2019,10313,9948,365,3.5
CN1904500000000,19,45,"Clinton County, IA",2019,23189,22350,839,3.6
CN1904700000000,19,47,"Crawford County, IA",2019,8264,7979,285,3.4
CN1904900000000,19,49,"Dallas County, IA",2019,51941,50961,980,1.9
CN1905100000000,19,51,"Davis County, IA",2019,4287,4169,118,2.8
CN1905300000000,19,53,"Decatur County, IA",2019,4440,4344,96,2.2
CN1905500000000,19,55,"Delaware County, IA",2019,10765,10520,245,2.3
CN1905700000000,19,57,"Des Moines County, IA",2019,19655,18903,752,3.8
CN1905900000000,19,59,"Dickinson County, IA",2019,10228,9941,287,2.8
CN1906100000000,19,61,"Dubuque County, IA",2019,57062,55599,1463,2.6
CN1906300000000,19,63,"Emmet County, IA",2019,5342,5209,133,2.5
CN1906500000000,19,65,"Fayette County, IA",2019,10767,10394,373,3.5
CN1906700000000,19,67,"Floyd County, IA",2019,8971,8662,309,3.4
CN1906900000000,19,69,"Franklin County, IA",2019,5798,5665,133,2.3
CN1907100000000,19,71,"Fremont County, IA",2019,3772,3672,100,2.7
CN1907300000000,19,73,"Greene County, IA",2019,5504,5376,128,2.3
CN1907500000000,19,75,"Grundy County, IA",2019,6661,6483,178,2.7
CN1907700000000,19,77,"Guthrie County, IA",2019,5669,5503,166,2.9
CN1907900000000,19,79,"Hamilton County, IA",2019,7018,6825,193,2.8
CN1908100000000,19,81,"Hancock County, IA",2019,5996,5856,140,2.3
CN1908300000000,19,83,"Hardin County, IA",2019,8242,7988,254,3.1
CN1908500000000,19,85,"Harrison County, IA",2019,7407,7228,179,2.4
CN1908700000000,19,87,"Henry County, IA",2019,9967,9711,256,2.6
CN1908900000000,19,89,"Howard County, IA",2019,5251,5107,144,2.7
CN1909100000000,19,91,"Humboldt County, IA",2019,5206,5071,135,2.6
CN1909300000000,19,93,"Ida County, IA",2019,4195,4114,81,1.9
CN1909500000000,19,95,"Iowa County, IA",2019,10704,10474,230,2.1
CN1909700000000,19,97,"Jackson County, IA",2019,11185,10843,342,3.1
CN1909900000000,19,99,"Jasper County, IA",2019,20098,19523,575,2.9
CN1910100000000,19,101,"Jefferson County, IA",2019,10212,9968,244,2.4
CN1910300000000,19,103,"Johnson County, IA",2019,88238,86512,1726,2
CN1910500000000,19,105,"Jones County, IA",2019,10850,10515,335,3.1
CN1910700000000,19,107,"Keokuk County, IA",2019,5329,5161,168,3.2
CN1910900000000,19,109,"Kossuth County, IA",2019,8574,8390,184,2.1
CN1911100000000,19,111,"Lee County, IA",2019,16356,15733,623,3.8
CN1911300000000,19,113,"Linn County, IA",2019,124712,121191,3521,2.8
CN1911500000000,19,115,"Louisa County, IA",2019,6144,5962,182,3
CN1911700000000,19,117,"Lucas County, IA",2019,4723,4630,93,2
CN1911900000000,19,119,"Lyon County, IA",2019,7176,7061,115,1.6
CN1912100000000,19,121,"Madison County, IA",2019,8731,8420,311,3.6
CN1912300000000,19,123,"Mahaska County, IA",2019,12076,11780,296,2.5
CN1912500000000,19,125,"Marion County, IA",2019,18654,18267,387,2.1
CN1912700000000,19,127,"Marshall County, IA",2019,18213,17415,798,4.4
CN1912900000000,19,129,"Mills County, IA",2019,7496,7326,170,2.3
CN1913100000000,19,131,"Mitchell County, IA",2019,6860,6745,115,1.7
CN1913300000000,19,133,"Monona County, IA",2019,4515,4385,130,2.9
CN1913500000000,19,135,"Monroe County, IA",2019,4086,3965,121,3
CN1913700000000,19,137,"Montgomery County, IA",2019,5072,4942,130,2.6
CN1913900000000,19,139,"Muscatine County, IA",2019,22191,21573,618,2.8
CN1914100000000,19,141,"O'Brien County, IA",2019,8383,8207,176,2.1
CN1914300000000,19,143,"Osceola County, IA",2019,3583,3516,67,1.9
CN1914500000000,19,145,"Page County, IA",2019,6483,6322,161,2.5
CN1914700000000,19,147,"Palo Alto County, IA",2019,4876,4772,104,2.1
CN1914900000000,19,149,"Plymouth County, IA",2019,15084,14755,329,2.2
CN1915100000000,19,151,"Pocahontas County, IA",2019,4571,4486,85,1.9
CN1915300000000,19,153,"Polk County, IA",2019,273930,266367,7563,2.8
CN1915500000000,19,155,"Pottawattamie County, IA",2019,48893,47722,1171,2.4
CN1915700000000,19,157,"Poweshiek County, IA",2019,10526,10256,270,2.6
CN1915900000000,19,159,"Ringgold County, IA",2019,2499,2429,70,2.8
CN1916100000000,19,161,"Sac County, IA",2019,5387,5263,124,2.3
CN1916300000000,19,163,"Scott County, IA",2019,90838,87905,2933,3.2
CN1916500000000,19,165,"Shelby County, IA",2019,6776,6636,140,2.1
CN1916700000000,19,167,"Sioux County, IA",2019,21433,21043,390,1.8
CN1916900000000,19,169,"Story County, IA",2019,59210,58156,1054,1.8
CN1917100000000,19,171,"Tama County, IA",2019,9657,9366,291,3
CN1917300000000,19,173,"Taylor County, IA",2019,3238,3178,60,1.9
CN1917500000000,19,175,"Union County, IA",2019,6390,6190,200,3.1
CN1917700000000,19,177,"Van Buren County, IA",2019,3725,3628,97,2.6
CN1917900000000,19,179,"Wapello County, IA",2019,18035,17393,642,3.6
CN1918100000000,19,181,"Warren County, IA",2019,28874,28162,712,2.5
CN1918300000000,19,183,"Washington County, IA",2019,12194,11900,294,2.4
CN1918500000000,19,185,"Wayne County, IA",2019,2864,2791,73,2.5
CN1918700000000,19,187,"Webster County, IA",2019,19742,19145,597,3
CN1918900000000,19,189,"Winnebago County, IA",2019,5201,5061,140,2.7
CN1919100000000,19,191,"Winneshiek County, IA",2019,12110,11773,337,2.8
CN1919300000000,19,193,"Woodbury County, IA",2019,56794,55298,1496,2.6
CN1919500000000,19,195,"Worth County, IA",2019,4260,4144,116,2.7
CN1919700000000,19,197,"Wright County, IA",2019,7081,6904,177,2.5
CN2000100000000,20,1,"Allen County, KS",2019,6518,6280,238,3.7
CN2000300000000,20,3,"Anderson County, KS",2019,4226,4083,143,3.4
CN2000500000000,20,5,"Atchison County, KS",2019,7076,6697,379,5.4
CN2000700000000,20,7,"Barber County, KS",2019,2341,2280,61,2.6
CN2000900000000,20,9,"Barton County, KS",2019,13771,13330,441,3.2
CN2001100000000,20,11,"Bourbon County, KS",2019,6776,6479,297,4.4
CN2001300000000,20,13,"Brown County, KS",2019,5408,5233,175,3.2
CN2001500000000,20,15,"Butler County, KS",2019,32911,31813,1098,3.3
CN2001700000000,20,17,"Chase County, KS",2019,1551,1507,44,2.8
CN2001900000000,20,19,"Chautauqua County, KS",2019,1449,1392,57,3.9
CN2002100000000,20,21,"Cherokee County, KS",2019,10237,9873,364,3.6
CN2002300000000,20,23,"Cheyenne County, KS",2019,1319,1286,33,2.5
CN2002500000000,20,25,"Clark County, KS",2019,1079,1053,26,2.4
CN2002700000000,20,27,"Clay County, KS",2019,3818,3693,125,3.3
CN2002900000000,20,29,"Cloud County, KS",2019,3825,3697,128,3.3
CN2003100000000,20,31,"Coffey County, KS",2019,4042,3854,188,4.7
CN2003300000000,20,33,"Comanche County, KS",2019,876,852,24,2.7
CN2003500000000,20,35,"Cowley County, KS",2019,16488,15918,570,3.5
CN2003700000000,20,37,"Crawford County, KS",2019,19009,18248,761,4
CN2003900000000,20,39,"Decatur County, KS",2019,1249,1210,39,3.1
CN2004100000000,20,41,"Dickinson County, KS",2019,8958,8632,326,3.6
CN2004300000000,20,43,"Doniphan County, KS",2019,4183,4039,144,3.4
CN2004500000000,20,45,"Douglas County, KS",2019,66084,64073,2011,3
CN2004700000000,20,47,"Edwards County, KS",2019,1478,1439,39,2.6
CN2004900000000,20,49,"Elk County, KS",2019,1165,1120,45,3.9
CN2005100000000,20,51,"Ellis County, KS",2019,17194,16790,404,2.3
CN2005300000000,20,53,"Ellsworth County, KS",2019,2769,2689,80,2.9
CN2005500000000,20,55,"Finney County, KS",2019,20783,20282,501,2.4
CN2005700000000,20,57,"Ford County, KS",2019,17274,16830,444,2.6
CN2005900000000,20,59,"Franklin County, KS",2019,14185,13702,483,3.4
CN2006100000000,20,61,"Geary County, KS",2019,11420,10911,509,4.5
CN2006300000000,20,63,"Gove County, KS",2019,1490,1458,32,2.1
CN2006500000000,20,65,"Graham County, KS",2019,1124,1089,35,3.1
CN2006700000000,20,67,"Grant County, KS",2019,3236,3141,95,2.9
CN2006900000000,20,69,"Gray County, KS",2019,3264,3197,67,2.1
CN2007100000000,20,71,"Greeley County, KS",2019,819,800,19,2.3
CN2007300000000,20,73,"Greenwood County, KS",2019,3261,3155,106,3.3
CN2007500000000,20,75,"Hamilton County, KS",2019,1609,1578,31,1.9
CN2007700000000,20,77,"Harper County, KS",2019,2884,2808,76,2.6
CN2007900000000,20,79,"Harvey County, KS",2019,17282,16762,520,3
CN2008100000000,20,81,"Haskell County, KS",2019,2239,2187,52,2.3
CN2008300000000,20,83,"Hodgeman County, KS",2019,998,973,25,2.5
CN2008500000000,20,85,"Jackson County, KS",2019,7201,6985,216,3
CN2008700000000,20,87,"Jefferson County, KS",2019,10267,9943,324,3.2
CN2008900000000,20,89,"Jewell County, KS",2019,1313,1275,38,2.9
CN2009100000000,20,91,"Johnson County, KS",2019,343289,333470,9819,2.9
CN2009300000000,20,93,"Kearny County, KS",2019,2053,2004,49,2.4
CN2009500000000,20,95,"Kingman County, KS",2019,3399,3287,112,3.3
CN2009700000000,20,97,"Kiowa County, KS",2019,1298,1267,31,2.4
CN2009900000000,20,99,"Labette County, KS",2019,10139,9723,416,4.1
CN2010100000000,20,101,"Lane County, KS",2019,779,758,21,2.7
CN2010300000000,20,103,"Leavenworth County, KS",2019,36854,35544,1310,3.6
CN2010500000000,20,105,"Lincoln County, KS",2019,1683,1643,40,2.4
CN2010700000000,20,107,"Linn County, KS",2019,4451,4175,276,6.2
CN2010900000000,20,109,"Logan County, KS",2019,1635,1601,34,2.1
CN2011100000000,20,111,"Lyon County, KS",2019,16878,16286,592,3.5
CN2011300000000,20,113,"McPherson County, KS",2019,17362,16962,400,2.3
CN2011500000000,20,115,"Marion County, KS",2019,6084,5899,185,3
CN2011700000000,20,117,"Marshall County, KS",2019,5548,5385,163,2.9
CN2011900000000,20,119,"Meade County, KS",2019,2168,2117,51,2.4
CN2012100000000,20,121,"Miami County, KS",2019,17857,17247,610,3.4
CN2012300000000,20,123,"Mitchell County, KS",2019,3397,3315,82,2.4
CN2012500000000,20,125,"Montgomery County, KS",2019,14961,14330,631,4.2
CN2012700000000,20,127,"Morris County, KS",2019,3018,2933,85,2.8
CN2012900000000,20,129,"Morton County, KS",2019,1145,1111,34,3
CN2013100000000,20,131,"Nemaha County, KS",2019,5418,5264,154,2.8
CN2013300000000,20,133,"Neosho County, KS",2019,6182,5888,294,4.8
CN2013500000000,20,135,"Ness County, KS",2019,1347,1312,35,2.6
CN2013700000000,20,137,"Norton County, KS",2019,2715,2653,62,2.3
CN2013900000000,20,139,"Osage County, KS",2019,8083,7785,298,3.7
CN2014100000000,20,141,"Osborne County, KS",2019,2050,2008,42,2
CN2014300000000,20,143,"Ottawa County, KS",2019,3038,2953,85,2.8
CN2014500000000,20,145,"Pawnee County, KS",2019,2873,2789,84,2.9
CN2014700000000,20,147,"Phillips County, KS",2019,2665,2594,71,2.7
CN2014900000000,20,149,"Pottawatomie County, KS",2019,12511,12145,366,2.9
CN2015100000000,20,151,"Pratt County, KS",2019,4949,4820,129,2.6
CN2015300000000,20,153,"Rawlins County, KS",2019,1507,1472,35,2.3
CN2015500000000,20,155,"Reno County, KS",2019,30006,29013,993,3.3
CN2015700000000,20,157,"Republic County, KS",2019,2297,2237,60,2.6
CN2015900000000,20,159,"Rice County, KS",2019,5284,5133,151,2.9
CN2016100000000,20,161,"Riley County, KS",2019,35418,34379,1039,2.9
CN2016300000000,20,163,"Rooks County, KS",2019,2554,2462,92,3.6
CN2016500000000,20,165,"Rush County, KS",2019,1643,1596,47,2.9
CN2016700000000,20,167,"Russell County, KS",2019,3332,3232,100,3
CN2016900000000,20,169,"Saline County, KS",2019,30528,29585,943,3.1
CN2017100000000,20,171,"Scott County, KS",2019,2844,2788,56,2
CN2017300000000,20,173,"Sedgwick County, KS",2019,255062,245943,9119,3.6
CN2017500000000,20,175,"Seward County, KS",2019,9625,9318,307,3.2
CN2017700000000,20,177,"Shawnee County, KS",2019,91284,88136,3148,3.4
CN2017900000000,20,179,"Sheridan County, KS",2019,1425,1392,33,2.3
CN2018100000000,20,181,"Sherman County, KS",2019,2886,2805,81,2.8
CN2018300000000,20,183,"Smith County, KS",2019,2001,1950,51,2.5
CN2018500000000,20,185,"Stafford County, KS",2019,2014,1958,56,2.8
CN2018700000000,20,187,"Stanton County, KS",2019,1000,974,26,2.6
CN2018900000000,20,189,"Stevens County, KS",2019,2599,2530,69,2.7
CN2019100000000,20,191,"Sumner County, KS",2019,10950,10566,384,3.5
CN2019300000000,20,193,"Thomas County, KS",2019,4350,4248,102,2.3
CN2019500000000,20,195,"Trego County, KS",2019,1423,1381,42,3
CN2019700000000,20,197,"Wabaunsee County, KS",2019,3713,3590,123,3.3
CN2019900000000,20,199,"Wallace County, KS",2019,823,801,22,2.7
CN2020100000000,20,201,"Washington County, KS",2019,2956,2875,81,2.7
CN2020300000000,20,203,"Wichita County, KS",2019,1391,1363,28,2
CN2020500000000,20,205,"Wilson County, KS",2019,3974,3813,161,4.1
CN2020700000000,20,207,"Woodson County, KS",2019,1632,1562,70,4.3
CN2020900000000,20,209,"Wyandotte County, KS",2019,77759,74260,3499,4.5
CN2100100000000,21,1,"Adair County, KY",2019,7140,6774,366,5.1
CN2100300000000,21,3,"Allen County, KY",2019,9078,8715,363,4
CN2100500000000,21,5,"Anderson County, KY",2019,12020,11591,429,3.6
CN2100700000000,21,7,"Ballard County, KY",2019,3476,3285,191,5.5
CN2100900000000,21,9,"Barren County, KY",2019,18820,18007,813,4.3
CN2101100000000,21,11,"Bath County, KY",2019,4650,4374,276,5.9
CN2101300000000,21,13,"Bell County, KY",2019,8396,7882,514,6.1
CN2101500000000,21,15,"Boone County, KY",2019,72357,70020,2337,3.2
CN2101700000000,21,17,"Bourbon County, KY",2019,9626,9272,354,3.7
CN2101900000000,21,19,"Boyd County, KY",2019,17814,16850,964,5.4
CN2102100000000,21,21,"Boyle County, KY",2019,12651,12089,562,4.4
CN2102300000000,21,23,"Bracken County, KY",2019,3865,3685,180,4.7
CN2102500000000,21,25,"Breathitt County, KY",2019,3467,3219,248,7.2
CN2102700000000,21,27,"Breckinridge County, KY",2019,7937,7531,406,5.1
CN2102900000000,21,29,"Bullitt County, KY",2019,43251,41544,1707,3.9
CN2103100000000,21,31,"Butler County, KY",2019,5138,4900,238,4.6
CN2103300000000,21,33,"Caldwell County, KY",2019,5475,5214,261,4.8
CN2103500000000,21,35,"Calloway County, KY",2019,18713,17979,734,3.9
CN2103700000000,21,37,"Campbell County, KY",2019,51232,49529,1703,3.3
CN2103900000000,21,39,"Carlisle County, KY",2019,2236,2147,89,4
CN2104100000000,21,41,"Carroll County, KY",2019,5330,5129,201,3.8
CN2104300000000,21,43,"Carter County, KY",2019,9721,8947,774,8
CN2104500000000,21,45,"Casey County, KY",2019,6732,6460,272,4
CN2104700000000,21,47,"Christian County, KY",2019,24476,23153,1323,5.4
CN2104900000000,21,49,"Clark County, KY",2019,17264,16616,648,3.8
CN2105100000000,21,51,"Clay County, KY",2019,5168,4822,346,6.7
CN2105300000000,21,53,"Clinton County, KY",2019,3985,3776,209,5.2
CN2105500000000,21,55,"Crittenden County, KY",2019,3773,3597,176,4.7
CN2105700000000,21,57,"Cumberland County, KY",2019,3220,3092,128,4
CN2105900000000,21,59,"Daviess County, KY",2019,47183,45423,1760,3.7
CN2106100000000,21,61,"Edmonson County, KY",2019,4757,4529,228,4.8
CN2106300000000,21,63,"Elliott County, KY",2019,2025,1865,160,7.9
CN2106500000000,21,65,"Estill County, KY",2019,5368,5113,255,4.8
CN2106700000000,21,67,"Fayette County, KY",2019,175611,170050,5561,3.2
CN2106900000000,21,69,"Fleming County, KY",2019,6218,5895,323,5.2
CN2107100000000,21,71,"Floyd County, KY",2019,11081,10405,676,6.1
CN2107300000000,21,73,"Franklin County, KY",2019,25180,24278,902,3.6
CN2107500000000,21,75,"Fulton County, KY",2019,2033,1922,111,5.5
CN2107700000000,21,77,"Gallatin County, KY",2019,4118,3961,157,3.8
CN2107900000000,21,79,"Garrard County, KY",2019,7714,7372,342,4.4
CN2108100000000,21,81,"Grant County, KY",2019,11747,11282,465,4
CN2108300000000,21,83,"Graves County, KY",2019,15805,15112,693,4.4
CN2108500000000,21,85,"Grayson County, KY",2019,10990,10460,530,4.8
CN2108700000000,21,87,"Green County, KY",2019,5129,4915,214,4.2
CN2108900000000,21,89,"Greenup County, KY",2019,13469,12624,845,6.3
CN2109100000000,21,91,"Hancock County, KY",2019,3930,3784,146,3.7
CN2109300000000,21,93,"Hardin County, KY",2019,49204,47261,1943,3.9
CN2109500000000,21,95,"Harlan County, KY",2019,6727,6117,610,9.1
CN2109700000000,21,97,"Harrison County, KY",2019,8834,8471,363,4.1
CN2109900000000,21,99,"Hart County, KY",2019,7932,7570,362,4.6
CN2110100000000,21,101,"Henderson County, KY",2019,21656,20851,805,3.7
CN2110300000000,21,103,"Henry County, KY",2019,8260,7970,290,3.5
CN2110500000000,21,105,"Hickman County, KY",2019,1764,1682,82,4.6
CN2110700000000,21,107,"Hopkins County, KY",2019,18441,17636,805,4.4
CN2110900000000,21,109,"Jackson County, KY",2019,4123,3870,253,6.1
CN2111100000000,21,111,"Jefferson County, KY",2019,399366,383947,15419,3.9
CN2111300000000,21,113,"Jessamine County, KY",2019,26773,25840,933,3.5
CN2111500000000,21,115,"Johnson County, KY",2019,6747,6321,426,6.3
CN2111700000000,21,117,"Kenton County, KY",2019,88678,85674,3004,3.4
CN2111900000000,21,119,"Knott County, KY",2019,4480,4187,293,6.5
CN2112100000000,21,121,"Knox County, KY",2019,9942,9375,567,5.7
CN2112300000000,21,123,"Larue County, KY",2019,6003,5744,259,4.3
CN2112500000000,21,125,"Laurel County, KY",2019,24880,23722,1158,4.7
CN2112700000000,21,127,"Lawrence County, KY",2019,5189,4842,347,6.7
CN2112900000000,21,129,"Lee County, KY",2019,2103,1988,115,5.5
CN2113100000000,21,131,"Leslie County, KY",2019,2675,2465,210,7.9
CN2113300000000,21,133,"Letcher County, KY",2019,6281,5838,443,7.1
CN2113500000000,21,135,"Lewis County, KY",2019,4657,4262,395,8.5
CN2113700000000,21,137,"Lincoln County, KY",2019,9371,8921,450,4.8
CN2113900000000,21,139,"Livingston County, KY",2019,3641,3441,200,5.5
CN2114100000000,21,141,"Logan County, KY",2019,12587,12100,487,3.9
CN2114300000000,21,143,"Lyon County, KY",2019,3118,2976,142,4.6
CN2114500000000,21,145,"McCracken County, KY",2019,29238,27853,1385,4.7
CN2114700000000,21,147,"McCreary County, KY",2019,4718,4448,270,5.7
CN2114900000000,21,149,"McLean County, KY",2019,4165,3986,179,4.3
